






7	97	2

8	96	4
8	97	10

9	86	5
9	87	7
9	93	1
9	94	7
9	95	38
9	96	59
9	97	48
9	98	17

10	74	2
10	75	1
10	76	1
10	84	8
10	85	30
10	86	27
10	87	20
10	88	1
10	92	16
10	93	33
10	94	89
10	95	152
10	96	129
10	97	73
10	98	16

11	64	2
11	74	3
11	75	11
11	77	1
11	82	5
11	83	7
11	84	19
11	85	34
11	86	35
11	87	20
11	88	2
11	91	7
11	92	23
11	93	73
11	94	121
11	95	101
11	96	57
11	97	29
11	98	3

12	54	5
12	64	1
12	65	12
12	67	4
12	71	4
12	73	32
12	74	24
12	75	47
12	76	26
12	77	27
12	78	2
12	81	21
12	82	35
12	83	92
12	84	146
12	85	130
12	86	54
12	87	32
12	89	9
12	90	16
12	91	81
12	92	181
12	93	280
12	94	287
12	95	207
12	96	128
12	97	44
12	99	41

13	44	2
13	54	9
13	56	2
13	60	3
13	61	4
13	62	9
13	63	31
13	64	44
13	65	35
13	66	24
13	67	19
13	70	6
13	71	13
13	72	47
13	73	87
13	74	110
13	75	57
13	76	49
13	77	2
13	78	5
13	79	14
13	80	46
13	81	113
13	82	198
13	83	233
13	84	211
13	85	136
13	86	78
13	87	18
13	88	19
13	89	55
13	90	138
13	91	282
13	92	371
13	93	413
13	94	334
13	95	225
13	96	82
13	97	12
13	98	57
13	99	161

14	34	1
14	43	1
14	44	1
14	50	3
14	51	1
14	54	11
14	55	14
14	56	11
14	57	2
14	60	1
14	61	5
14	62	28
14	63	46
14	64	41
14	65	10
14	66	16
14	68	1
14	69	8
14	70	18
14	71	51
14	72	71
14	73	79
14	74	53
14	75	39
14	76	14
14	77	2
14	78	6
14	79	25
14	80	69
14	81	104
14	82	158
14	83	152
14	84	136
14	85	101
14	86	17
14	87	11
14	88	26
14	89	76
14	90	156
14	91	233
14	92	227
14	93	211
14	94	181
14	95	43
14	97	34
14	98	68
14	99	159

15	24	2
15	33	1
15	39	2
15	40	5
15	41	4
15	43	2
15	44	14
15	45	10
15	46	6
15	51	19
15	52	36
15	53	51
15	54	44
15	55	27
15	56	22
15	57	3
15	59	15
15	60	35
15	61	86
15	62	120
15	63	125
15	64	95
15	65	48
15	66	7
15	67	11
15	68	15
15	69	60
15	70	131
15	71	202
15	72	196
15	73	194
15	74	184
15	75	78
15	76	6
15	77	21
15	78	64
15	79	149
15	80	254
15	81	373
15	82	368
15	83	411
15	84	203
15	85	59
15	86	22
15	87	68
15	88	157
15	89	328
15	90	465
15	91	518
15	92	632
15	93	446
15	94	107
15	95	21
15	96	43
15	97	131
15	98	267
15	99	431

16	23	1
16	24	1
16	26	3
16	32	1
16	33	8
16	34	1
16	36	4
16	38	3
16	39	4
16	40	11
16	41	27
16	42	35
16	43	45
16	44	36
16	45	24
16	46	8
16	49	11
16	50	50
16	51	60
16	52	99
16	53	110
16	54	54
16	55	11
16	56	5
16	57	14
16	58	34
16	59	82
16	60	157
16	61	210
