0	198	20
0	199	20

1	196	20
1	197	20
1	198	20

2	195	20
2	196	20

3	193	20
3	194	20
3	195	20

4	191	3
4	192	20
4	193	20

5	190	20
5	191	20
5	192	17

6	188	17
6	189	20
6	190	20

7	187	20
7	188	20
7	189	3

8	185	20
8	186	20
8	187	20

9	183	2
9	184	20
9	185	20

10	182	20
10	183	20
10	184	18

11	180	11
11	181	20
11	182	20

12	179	20
12	180	20
12	181	9

13	177	18
13	178	20
13	179	20

14	175	2
14	176	20
14	177	20
14	178	2

15	174	20
15	175	20
15	176	18

16	172	9
16	173	20
16	174	20

17	171	20
17	172	20
17	173	11

18	169	16
18	170	20
18	171	20

19	167	3
19	168	20
19	169	20
19	170	4

20	166	20
20	167	20
20	168	17

21	164	8
21	165	20
21	166	20

22	163	20
22	164	20
22	165	12

23	161	16
23	162	20
23	163	20

24	159	2
24	160	20
24	161	20
24	162	4

25	158	20
25	159	20
25	160	18

26	156	5
26	157	20
26	158	20

27	155	20
27	156	20
27	157	15

28	153	12
28	154	20
28	155	20

29	151	1
29	152	20
29	153	20
29	154	8

30	150	19
30	151	20
30	152	19

31	148	3
31	149	20
31	150	20
31	151	1

32	146	1
32	147	20
32	148	20
32	149	17

33	145	7
33	146	20
33	147	19

34	143	1
34	144	20
34	145	20
34	146	13

35	142	19
35	143	20
35	144	19

36	140	3
36	141	20
36	142	20
36	143	1

37	139	20
37	140	20
37	141	17

38	137	5
38	138	20
38	139	20

39	135	1
39	136	20
39	137	20
39	138	15

40	134	15
40	135	20
40	136	19

41	132	2
41	133	20
41	134	20
41	135	5

42	131	20
42	132	20
42	133	18

43	129	6
43	130	20
43	131	20

44	127	1
44	128	20
44	129	20
44	130	14

45	126	13
45	127	20
45	128	19

46	124	1
46	125	20
46	126	20
46	127	7

47	123	16
47	124	20
47	125	19

48	121	5
48	122	20
48	123	20
48	124	4

49	119	1
49	120	19
49	121	20
49	122	15

50	118	11
50	119	20
50	120	19
50	121	1

