51	116	1
51	117	20
51	118	20
51	119	9

52	115	16
52	116	20
52	117	19

53	113	3
53	114	20
53	115	20
53	116	4

54	112	19
54	113	20
54	114	17

55	110	10
55	111	20
55	112	20
55	113	1

56	108	1
56	109	20
56	110	20
56	111	10

57	107	13
57	108	20
57	109	19

58	105	2
58	106	20
58	107	20
58	108	7

59	104	18
59	105	20
59	106	18

60	102	6
60	103	20
60	104	20
60	105	2

61	101	20
61	102	20
61	103	14

62	99	12
62	100	20
62	101	20

63	97	1
63	98	20
63	99	20
63	100	8

64	96	18
64	97	20
64	98	19

65	94	4
65	95	20
65	96	20
65	97	2

66	93	20
66	94	20
66	95	16

67	91	9
67	92	20
67	93	20

68	89	2
68	90	20
68	91	20
68	92	11

69	88	17
69	89	20
69	90	18

70	86	3
70	87	20
70	88	20
70	89	3

71	85	19
71	86	20
71	87	17

72	83	7
72	84	20
72	85	20
72	86	1

73	81	2
73	82	20
73	83	20
73	84	13

74	80	13
74	81	20
74	82	18

75	78	2
75	79	20
75	80	20
75	81	7

76	77	16
76	78	20
76	79	18

77	75	5
77	76	20
77	77	20
77	78	4

78	73	1
78	74	20
78	75	20
78	76	15

79	72	8
79	73	20
79	74	19

80	70	3
80	71	20
80	72	20
80	73	12

81	69	15
81	70	20
81	71	17

82	67	4
82	68	20
82	69	20
82	70	5

83	65	2
83	66	19
83	67	20
83	68	16

84	64	7
84	65	20
84	66	18
84	67	1

85	62	2
85	63	20
85	64	20
85	65	13

86	61	12
86	62	20
86	63	18

87	59	4
87	60	20
87	61	20
87	62	8

88	57	1
88	58	19
88	59	20
88	60	16

89	56	6
89	57	20
89	58	19
89	59	1

90	54	2
90	55	20
90	56	20
90	57	14

91	53	11
91	54	20
91	55	18

92	51	3
92	52	20
92	53	20
92	54	9

93	50	19
93	51	20
93	52	17

94	48	5
94	49	20
94	50	20
94	51	1

95	46	1
95	47	20
95	48	20
95	49	15

96	45	9
96	46	20
96	47	19

97	43	2
97	44	20
97	45	20
97	46	11

98	42	18
98	43	20
98	44	18

99	40	4
99	41	20
99	42	20
99	43	2

100	39	19
100	40	20
100	41	16

101	37	7
101	38	20
101	39	20
101	40	1

102	35	1
102	36	20
102	37	20
102	38	13

103	34	14
103	35	20
103	36	19

104	32	2
104	33	20
104	34	20
104	35	6

105	31	18
105	32	20
105	33	18

106	29	3
106	30	20
106	31	20
106	32	2

107	27	1
107	28	20
107	29	20
107	30	17

108	26	11
108	27	20
108	28	19

109	24	1
109	25	20
109	26	20
109	27	9

110	23	17
110	24	20
110	25	19

111	21	3
111	22	20
111	23	20
111	24	3

112	20	19
112	21	20
112	22	17

113	18	9
113	19	20
113	20	20
113	21	1

114	16	1
114	17	20
114	18	20
114	19	11

115	15	15
115	16	20
115	17	19

116	13	3
116	14	20
116	15	20
116	16	5

117	12	18
117	13	20
117	14	17

118	10	6
118	11	20
118	12	20
118	13	2

119	9	19
119	10	20
119	11	14

120	7	13
120	8	20
120	9	20
120	10	1

121	5	2
121	6	20
121	7	20
121	8	7

122	4	16
122	5	20
122	6	18

123	2	5
123	3	20
123	4	20
123	5	4

124	1	19
124	2	20
124	3	15

125	0	20
125	1	20
125	2	1

126	0	9


















































































































































































































































































