





6	90	5
6	98	24
6	99	37

7	78	8
7	79	10
7	87	52
7	88	75
7	89	24
7	96	259
7	97	184
7	98	68

8	68	4
8	69	3
8	77	29
8	78	37
8	86	153
8	87	74
8	95	507
8	96	124

9	57	12
9	58	10
9	59	1
9	66	42
9	67	54
9	68	24
9	75	202
9	76	167
9	77	51
9	84	370
9	85	647
9	86	102
9	93	860
9	94	968
9	95	406

10	46	15
10	47	18
10	48	4
10	55	76
10	56	73
10	57	27
10	64	157
10	65	305
10	66	55
10	73	410
10	74	571
10	75	249
10	82	842
10	83	981
10	84	371
10	91	1286
10	92	1429
10	93	408

11	36	6
11	37	8
11	45	45
11	46	24
11	54	83
11	55	143
11	63	315
11	64	258
11	72	617
11	73	349
11	81	1069
11	82	350
11	90	1468
11	91	339
11	99	1345

12	25	7
12	26	11
12	27	7
12	34	41
12	35	71
12	36	7
12	43	123
12	44	225
12	45	105
12	52	352
12	53	435
12	54	192
12	61	672
12	62	813
12	63	312
12	70	1067
12	71	1204
12	72	350
12	79	1088
12	80	1931
12	81	347
12	88	1183
12	89	1671
12	90	560
12	97	1182
12	98	1512
12	99	334

13	5	2
13	14	8
13	15	16
13	23	66
13	24	86
13	25	23
13	32	160
13	33	223
13	34	112
13	41	365
13	42	505
13	43	202
13	50	683
13	51	798
13	52	300
13	59	768
13	60	1529
13	61	322
13	68	998
13	69	1526
13	70	675
13	77	1186
13	78	1564
13	79	550
13	86	1101
13	87	1465
13	88	341
13	95	810
13	96	1147
13	97	181

14	4	6
14	5	3
14	13	38
14	14	34
14	22	119
14	23	92
14	31	264
14	32	211
14	40	520
14	41	302
14	49	598
14	50	590
14	58	866
14	59	628
14	67	1085
14	68	511
14	76	1173
14	77	377
14	85	982
14	86	186
14	94	574
14	95	144

15	2	54
15	3	65
15	4	20
15	5	6
15	6	9
15	11	132
15	12	182
15	13	59
15	20	301
15	21	433
15	22	160
15	29	470
15	30	728
15	31	270
15	38	631
15	39	1076
15	40	426
15	47	849
15	48	1289
15	49	596
15	56	1012
15	57	1511
15	58	570
15	65	1147
15	66	1462
15	67	457
15	74	773
15	75	1443
15	76	273
15	83	618
15	84	895
15	85	257
15	92	362
15	93	549
15	94	111

16	0	151
16	1	231
16	2	77
16	6	21
16	7	62
16	8	39
16	9	321
16	10	414
16	11	177
16	18	533
16	19	702
16	20	259
16	27	688
16	28	1072
16	29	356
16	36	855
16	37	1273
16	38	527
16	45	971
16	46	1453
16	47	547
16	54	835
16	55	1671
16	56	454
16	63	774
16	64	1199
16	65	472
16	72	586
16	73	915
16	74	283
16	81	394
16	82	569
16	83	133
16	90	212
16	91	302
16	92	28
16	99	92

17	0	405
17	8	501
17	9	307
17	17	614
